Time,Pressure
1759165669.104633,1022.310257
1759165670.165465,1022.310028
1759165671.226273,1022.309341
1759224649.770038,1019.367371
1759224650.798393,1019.362488
1759224651.826769,1019.357605
1759224652.855136,1019.355698
1759224653.883515,1019.355698
1759224654.081758,1019.362411
1759224655.143261,1019.363403
1759224656.204735,1019.367447
1759224657.266226,1019.372101
1759224658.327739,1019.377060
1759224659.389222,1019.377060
1759224660.450681,1019.373245
1759224661.512153,1019.371643
1759224662.573610,1019.367981
1759224663.635137,1019.364090
1759224664.696608,1019.360733
1759224665.758131,1019.360199
1759224666.819589,1019.359818
1759224667.881084,1019.360046
1759224668.942567,1019.360046
1759224670.004006,1019.360733
1759224671.065460,1019.362106
1759224672.126890,1019.362564
1759224673.188332,1019.364471
1759224674.249759,1019.364929
1759224675.311222,1019.365540
1759224676.372613,1019.365692
1759224677.434056,1019.365692
1759224678.495489,1019.365692
1759224679.556942,1019.365692
1759224680.618426,1019.365692
1759224681.679923,1019.367218
1759224682.741411,1019.369354
1759224683.802878,1019.369965
1759224684.864345,1019.370499
1759224685.925830,1019.370728
1759224686.987278,1019.371033
1759224688.048728,1019.371033
1759224689.110166,1019.371567
1759224690.171559,1019.371796
1759224691.232982,1019.371872
1759224692.294379,1019.372482
1759224693.355814,1019.373322
1759224694.417264,1019.373932
1759224695.478749,1019.373322
1759224696.540229,1019.373932
1759224697.601700,1019.372940
1759224698.663150,1019.372940
1759224699.724612,1019.370193
1759224700.786044,1019.367676
1759224701.847435,1019.364624
1759224702.908826,1019.361725
1759224703.970207,1019.360199
1759224705.031655,1019.360199
1759224706.093087,1019.361572
1759224707.154500,1019.362411
1759224708.215901,1019.364090
1759224709.277304,1019.364624
1759224710.338712,1019.364700
1759224711.400174,1019.367447
1759224712.461613,1019.371796
1759224713.523068,1019.374161
1759224714.584513,1019.378510
1759224715.645938,1019.384079
1759224716.707369,1019.386597
1759224717.768767,1019.389725
1759224718.830167,1019.391251
1759224719.891575,1019.393768
1759224720.952996,1019.395447
1759224722.014400,1019.395447
1759224723.075741,1019.395447
1759224724.137099,1019.394989
1759224725.198451,1019.394302
1759224726.259793,1019.393463
1759224727.321154,1019.393463
1759224728.382488,1019.394073
1759224729.443834,1019.394150
1759224730.505161,1019.394150
1759224731.566522,1019.393311
1759224732.627907,1019.392853
1759224733.689267,1019.392853
1759224734.750610,1019.394073
1759224735.811970,1019.394989
1759224736.873368,1019.397049
1759224737.934740,1019.397049
1759224738.996112,1019.393692
1759224740.057483,1019.388885
1759224741.118840,1019.385300
1759224742.180178,1019.376297
1759224743.241465,1019.376297
1759224744.302719,1019.376297
1759224745.363983,1019.377136
1759224746.425285,1019.377136
1759224747.486585,1019.355011
1759224748.547880,1019.318924
1759224749.609194,1019.277344
1759224750.670492,1019.230804
1759224751.731846,1019.182587
1759224752.793203,1019.159851
1759224753.854548,1019.159851
1759224754.915915,1019.162827
1759224755.977238,1019.184723
1759224757.038559,1019.211578
1759224758.099873,1019.248428
1759224759.161188,1019.288483
1759224760.222511,1019.317932
1759224761.283856,1019.336395
1759224762.345216,1019.352722
1759224763.406572,1019.356842
1759224764.467871,1019.362411
1759224765.529188,1019.368210
1759224766.590526,1019.374084
1759224767.651863,1019.377441
1759253907.197823,1020.638733
1759253908.225541,1020.632935
1759253909.253216,1020.627213
1759253910.280920,1020.623245
1759253911.308626,1020.621872
1759253911.507799,1020.621872
1759253912.568658,1020.617599
1759253913.629521,1020.617599
1759253914.690444,1020.617599
1759253915.751407,1020.617294
1759253916.812290,1020.617294
1759253917.873120,1020.636444
1759253918.933993,1020.654984
1759253919.994851,1020.673218
1759253921.055709,1020.691299
1759253922.116564,1020.702057
1759253923.177405,1020.702057
1759253924.238288,1020.697708
1759253925.299164,1020.691681
1759253926.360053,1020.689850
1759253927.420930,1020.685806
1759253928.481806,1020.683975
1759253929.542662,1020.683517
1759253930.603563,1020.681915
1759253931.664418,1020.663834
1759253932.725270,1020.650024
1759253933.786118,1020.646896
1759253934.846956,1020.643997
1759253935.907836,1020.643997
1759253936.968680,1020.656815
1759253938.029547,1020.667191
1759253939.090425,1020.667572
1759253940.151266,1020.667572
1759253941.212095,1020.667191
1759253942.272946,1020.660553
1759253943.333793,1020.642853
1759253944.394672,1020.627365
1759253945.455569,1020.627365
1759253946.516450,1020.628357
1759253947.577333,1020.639343
1759253948.638169,1020.659790
1759253949.699076,1020.683975
1759253950.759988,1020.684814
1759253951.820895,1020.684814
1759253952.881802,1020.670547
1759253953.942731,1020.664368
1759253955.003624,1020.657425
1759253956.064520,1020.653076
1759253957.125425,1020.650940
1759253958.186260,1020.650940
1759253959.247103,1020.654907
1759253960.307994,1020.654907
1759253961.368836,1020.660553
1759253962.429683,1020.666733
1759253963.490530,1020.671768
1759253964.551367,1020.673904
1759253965.612210,1020.673904
1759253966.673112,1020.673447
1759253967.733998,1020.672150
1759253968.794890,1020.671921
1759253969.855713,1020.671921
1759253970.916535,1020.676346
1759253971.977337,1020.682297
1759253973.038108,1020.685654
1759253974.098851,1020.689926
1759253975.159589,1020.689926
1759253976.220366,1020.687180
1759253977.281117,1020.684128
1759253978.341875,1020.679550
1759253979.402591,1020.679550
1759253980.463305,1020.678787
1759253981.524049,1020.660629
1759253982.584790,1020.640793
1759253983.645586,1020.637817
1759253984.706358,1020.635376
1759253985.767131,1020.635376
1759253986.827921,1020.653839
1759253987.888702,1020.675507
1759253988.949392,1020.680008
1759253990.010074,1020.680008
1759253991.070827,1020.680008
1759253992.131538,1020.680618
1759253993.192218,1020.683136
1759253994.252950,1020.686874
1759253995.313692,1020.691681
1759253996.374392,1020.694046
1759253997.435071,1020.694046
1759253998.495737,1020.689468
1759253999.556364,1020.683746
1759254000.616982,1020.683746
1759254001.677573,1020.684357
1759254002.738143,1020.685425
1759254003.798731,1020.689697
1759254004.859345,1020.691681
1759254005.919920,1020.691681
1759254006.980478,1020.691605
1759254008.041068,1020.691605
1759254009.101692,1020.692978
1759254010.162261,1020.693283
1759254011.222783,1020.693893
1759254012.283369,1020.693893
1759254013.343913,1020.692139
1759254014.404475,1020.691376
1759254015.464958,1020.691299
1759254016.525450,1020.691071
1759254017.585974,1020.690689
1759254018.646499,1020.690308
1759254019.706983,1020.690231
1759254020.767505,1020.688629
1759254021.828020,1020.686569
1759254022.888565,1020.684967
1759254023.949095,1020.682983
1759254025.009587,1020.682983
1759254026.070106,1020.682068
1759254027.130658,1020.676575
1759304213.724150,1018.499985
1759304214.752783,1018.510132
1759304215.781444,1018.520279
1759304216.810082,1018.535156
1759304217.838702,1018.551865
1759304218.036645,1018.554840
1759304219.098495,1018.562927
1759304220.160312,1018.564072
1759304221.222092,1018.570328
1759304222.283927,1018.570633
1759304223.345757,1018.573990
1759304224.407617,1018.584442
1759304225.469458,1018.589783
1759304226.531345,1018.596268
1759304227.593201,1018.604736
1759304228.655073,1018.610611
1759304229.716996,1018.610611
1759304230.778900,1018.608704
1759304231.840748,1018.608093
1759304232.902556,1018.605576
1759304233.964382,1018.605576
1759304235.026206,1018.607178
1759304236.088043,1018.613586
1759304237.149899,1018.620682
1759304238.211743,1018.628235
1759304239.273550,1018.634949
1759304240.335364,1018.640213
1759304241.397163,1018.641968
1759304242.458969,1018.642578
1759304243.520755,1018.642807
1759304244.582562,1018.642807
1759304245.644362,1018.641739
1759304246.706200,1018.641739
1759304247.768020,1018.640289
1759304248.829862,1018.639450
1759304249.891644,1018.637924
1759304250.953415,1018.637924
1759304252.015138,1018.637924
1759304253.076879,1018.636551
1759304254.138611,1018.636017
1759304255.200352,1018.633270
1759304256.262133,1018.629913
1759304257.323870,1018.627853
1759304258.385603,1018.626328
1759304259.447370,1018.626328
1759304260.509111,1018.627167
1759304261.570873,1018.628235
1759304262.632654,1018.629913
1759304263.694448,1018.630600
1759304264.756152,1018.630753
1759304265.817908,1018.630981
1759304266.879674,1018.631897
1759304267.941429,1018.634949
1759304269.003161,1018.640060
1759304270.064896,1018.644104
1759304271.126606,1018.648300
1759304272.188327,1018.654022
1759304273.250082,1018.654633
1759304274.311769,1018.654633
1759304275.373489,1018.654022
1759304276.435207,1018.651886
1759304277.496913,1018.646774
1759304278.558586,1018.642120
1759304279.620244,1018.633347
1759304280.681901,1018.624268
1759304281.743582,1018.619232
1759304282.805286,1018.616714
1759304283.866995,1018.614807
1759304284.928702,1018.612289
1759304285.990376,1018.610535
1759304287.052057,1018.602448
1759304288.113747,1018.588333
1759304289.175372,1018.569717
1759304290.237022,1018.550873
1759304291.298666,1018.532333
1759304292.360311,1018.513107
1759304293.421959,1018.496552
1759304294.483569,1018.476105
1759304295.545190,1018.456726
1759304296.606799,1018.439178
1759304297.668372,1018.428955
1759304298.729928,1018.418579
1759304299.791524,1018.411865
1759304300.853095,1018.408279
1759304301.914674,1018.402863
1759304302.976249,1018.393707
1759304304.037813,1018.384857
1759304305.099352,1018.379059
1759304306.160878,1018.369370
1759304307.222414,1018.361359
1759304308.283896,1018.353577
1759304309.345439,1018.344116
1759304310.407029,1018.334198
1759304311.468559,1018.326187
1759304312.530085,1018.319092
1759304313.591576,1018.310165
1759304314.653110,1018.303452
1759304315.714611,1018.296509
1759304316.776141,1018.289948
1759304317.837657,1018.279877
1759304318.899184,1018.271408
1759304319.960696,1018.260880
1759304321.022188,1018.251419
1759304322.083626,1018.243866
1759304323.145073,1018.239517
1759304324.206554,1018.237915
1759304325.268002,1018.237915
1759304326.329433,1018.240738
1759304327.390869,1018.243408
1759304328.452347,1018.247833
1759304329.513851,1018.248901
1759304330.575302,1018.250656
1759304331.636736,1018.256149
1759304332.698205,1018.261490
1759304333.759651,1018.266830
1759304334.821136,1018.274460
1759304335.882574,1018.283005
1759304336.943988,1018.287048
1759304338.005423,1018.288727
1759304339.066870,1018.292084
1759304340.128326,1018.295593
1759304341.189717,1018.296738
1759304342.251107,1018.300476
1759304343.312538,1018.306351
1759304344.373983,1018.308563
1759304345.435459,1018.309784
1759304346.496894,1018.312531
1759304347.558292,1018.315506
1759304348.619688,1018.315506
1759304349.681117,1018.317490
1759304350.742495,1018.318634
1759304351.803904,1018.319702
1759304352.865301,1018.320541
1759304353.926732,1018.321152
1759304354.988168,1018.321533
1759304356.049599,1018.321152
1759304357.111046,1018.318176
1759304358.172468,1018.316040
1759304359.233836,1018.312531
1759304360.295193,1018.309174
1759335116.847252,1020.105972
1759335117.875592,1020.090179
1759335118.903903,1020.074463
1759335119.932230,1020.051651
1759335120.960542,1020.051651
1759335121.158833,1020.036621
1759335122.220329,1020.033722
1759335123.281797,1020.019989
1759335124.343268,1020.010986
1759335125.404745,1020.003357
1759335126.466196,1019.987183
1759335127.527677,1019.987183
1759335128.589183,1019.988785
1759335129.650697,1019.995346
1759335130.712216,1020.001068
1759335131.773742,1020.006714
1759335132.835308,1020.017700
1759335133.896857,1020.027771
1759335134.958356,1020.037842
1759335136.019852,1020.042801
1759335137.081362,1020.045319
1759335138.142894,1020.045471
1759335139.204412,1020.049515
1759335140.265935,1020.053101
1759335141.327477,1020.060272
1759335142.389040,1020.067825
1759335143.450578,1020.081024
1759335144.512104,1020.098801
1759335145.573630,1020.114136
1759335146.635121,1020.114136
1759335147.696606,1020.108032
1759335148.758117,1020.087433
1759335149.819621,1020.056686
1759335150.881150,1020.023193
1759335151.942705,1019.996872
1759335153.004254,1019.996872
1759335154.065797,1019.998779
1759335155.127334,1020.000610
1759335156.188914,1020.002289
1759335157.250452,1020.004578
1759335158.311950,1020.006256
1759335159.373462,1020.008240
1759335160.434986,1020.009232
1759335161.496507,1020.010071
1759335162.558006,1020.010071
1759335163.619561,1020.009003
1759335164.681072,1020.006943
1759335165.742565,1020.006943
1759335166.804127,1020.006714
1759335167.865696,1020.007019
1759335168.927236,1020.007172
1759335169.988771,1020.007858
1759335171.050267,1020.014343
1759335172.111786,1020.017853
1759335173.173278,1020.023575
1759335174.234817,1020.028152
1759335175.296371,1020.033646
1759335176.357971,1020.033951
1759335177.419554,1020.033951
1759335178.481133,1020.034256
1759335179.542756,1020.034943
1759335180.604345,1020.035324
1759335181.665962,1020.035858
1759335182.727571,1020.039749
1759335183.789164,1020.043335
1759335184.850736,1020.047150
1759335185.912330,1020.051804
1759335186.973925,1020.054092
1759335188.035511,1020.054092
1759335189.097061,1020.053940
1759335190.158649,1020.049438
1759335191.220251,1020.048828
1759335192.281877,1020.046310
1759335193.343503,1020.043106
1759335194.405129,1020.039825
1759335195.466740,1020.037079
1759335196.528311,1020.032654
1759335197.589879,1020.030518
1759335198.651423,1020.027771
1759335199.712968,1020.025635
1759335200.774498,1020.022888
1759335201.836080,1020.022583
1759335202.897694,1020.022888
1759335203.959295,1020.023117
1759335205.020904,1020.023346
1759335206.082502,1020.025711
1759335207.144122,1020.028839
1759335208.205672,1020.031433
1759335209.267224,1020.033035
1759335210.328795,1020.036850
1759335211.390341,1020.039825
1759335212.451901,1020.041733
1759335213.513456,1020.045319
1759335214.574998,1020.048599
1759335215.636634,1020.050964
1759335216.698231,1020.052795
1759335217.759889,1020.054169
1759335218.821555,1020.055542
1759335219.883206,1020.055618
1759335220.944850,1020.056915
1759335222.006518,1020.059433
1759335223.068134,1020.061722
1759335224.129799,1020.063324
1759335225.191439,1020.063324
1759335226.253085,1020.058517
1759335227.314733,1020.054092
1759335228.376400,1020.049286
1759335229.438025,1020.043564
1759335230.499688,1020.040588
1759335231.561318,1020.040054
1759400550.553152,1012.785110
1759400551.581425,1012.778244
1759400552.609741,1012.771606
1759400553.638064,1012.765884
1759400554.666320,1012.765884
1759400554.864704,1012.765884
1759400555.926127,1012.761765
1759400556.987558,1012.761765
1759400558.048917,1012.761765
1759400559.110313,1012.759018
1759400560.171691,1012.754364
1759400561.233070,1012.746429
1759400562.294420,1012.736130
1759400563.355780,1012.723694
1759400564.417112,1012.715454
1759400565.478445,1012.704086
1759400566.539778,1012.693863
1759400567.601164,1012.683487
1759400568.662511,1012.675629
1759400569.723836,1012.664490
1759400570.785120,1012.655487
1759400571.846384,1012.647018
1759400572.907688,1012.640076
1759400573.969001,1012.631226
1759400575.030333,1012.622833
1759400576.091703,1012.616806
1759400577.153028,1012.607498
1759400578.214340,1012.599640
1759400579.275618,1012.591476
1759400580.336876,1012.581863
1759400581.398158,1012.571106
1759400582.459441,1012.563553
1759400583.520740,1012.552948
1759400584.582042,1012.541962
1759400585.643358,1012.531128
1759400586.704632,1012.520599
1759400587.765945,1012.509995
1759400588.827223,1012.499924
1759400589.888526,1012.492142
1759400590.949792,1012.483139
1759400592.011061,1012.474289
1759400593.072304,1012.464905
1759400594.133563,1012.456512
1759400595.194819,1012.446060
1759400596.256047,1012.435303
1759400597.317303,1012.426834
1759400598.378553,1012.418442
1759400599.439808,1012.410431
1759400600.501017,1012.405167
1759400601.562225,1012.404175
1759400602.623394,1012.404175
1759400603.684623,1012.407074
1759400604.745829,1012.412949
1759400605.807059,1012.421570
1759400606.868305,1012.430267
1759400607.929508,1012.437820
1759400608.990717,1012.446594
1759400610.051903,1012.453232
1759400611.113119,1012.458801
1759400612.174366,1012.464142
1759400613.235567,1012.467499
1759400614.296743,1012.469864
1759400615.357912,1012.472534
1759400616.419097,1012.472916
1759400617.480271,1012.472992
1759400618.541453,1012.473831
1759400619.602635,1012.473831
1759400620.663771,1012.475281
1759400621.724919,1012.475281
1759400622.786087,1012.475662
1759400623.847277,1012.476730
1759400624.908496,1012.477570
1759400625.969646,1012.477875
1759400627.030816,1012.478256
1759400628.091994,1012.478256
1759400629.153121,1012.478256
1759400630.214255,1012.478027
1759400631.275416,1012.477112
1759400632.336549,1012.476273
1759400633.397693,1012.474442
1759400634.458838,1012.471695
1759400635.519954,1012.469864
1759400636.581021,1012.467728
1759400637.642139,1012.466431
1759400638.703245,1012.464523
1759400639.764360,1012.464523
1759400640.825460,1012.465591
1759400641.886539,1012.467041
1759400642.947581,1012.468185
1759400644.008646,1012.469025
1759400645.069696,1012.469025
1759400646.130737,1012.469025
1759400647.191786,1012.465591
1759400648.252836,1012.463684
1759400649.313883,1012.461548
1759400650.374859,1012.457809
1759400651.435893,1012.457809
1759400652.496895,1012.461624
1759400653.557882,1012.465134
1759400654.618891,1012.468948
1759400655.679921,1012.471771
1759400656.740940,1012.471771
1759400657.801939,1012.468567
1759400658.862906,1012.464294
1759400659.923903,1012.458038
1759400660.984863,1012.456818
1759400662.045848,1012.453766
1759400663.106842,1012.449799
1759400664.167797,1012.448120
1759400665.228766,1012.440491
1759400666.289744,1012.420731
1759400667.350731,1012.404556
1759400668.411688,1012.388763
1759421324.351671,1006.859894
1759421325.379788,1006.859894
1759421326.407863,1006.859894
1759421327.435977,1006.857224
1759421328.464099,1006.855927
1759421328.662769,1006.851883
1759421329.724047,1006.850662
1759421330.785364,1006.842728
1759421331.846603,1006.839142
1759421332.907861,1006.834946
1759421333.969153,1006.831894
1759421335.030519,1006.831894
1759421336.091865,1006.831512
1759421337.153105,1006.831894
1759421338.214349,1006.834106
1759421339.275612,1006.834488
1759421340.336900,1006.836624
1759421341.398209,1006.836624
1759421342.459505,1006.836624
1759421343.520800,1006.836548
1759421344.582060,1006.835938
1759421345.643313,1006.835175
1759421346.704587,1006.835175
1759421347.765813,1006.837845
1759421348.827078,1006.837845
1759421349.888274,1006.836395
1759421350.949514,1006.834412
1759421352.010732,1006.832123
1759421353.071921,1006.826324
1759421354.133130,1006.823807
1759421355.194345,1006.823807
1759421356.255592,1006.824951
1759421357.316843,1006.825638
1759421358.378045,1006.829605
1759421359.439292,1006.831589
1759421360.500554,1006.831589
1759421361.561804,1006.827850
1759421362.623027,1006.821823
1759421363.684246,1006.815796
1759421364.745469,1006.811752
1759421365.806665,1006.807098
1759421366.867859,1006.805801
1759421367.929061,1006.805801
1759421368.990294,1006.807480
1759421370.051479,1006.807556
1759421371.112657,1006.808395
1759421372.173779,1006.808624
1759421373.234943,1006.809387
1759421374.296104,1006.810913
